Lenguage,Text,texto_tokenizado
nl,Commercial Op kan de Falcon stuwkracht gewichtsverhouding het Falcon ruimtestation inclusief private om waarde te,"['commercial', 'op', 'kan', 'de', 'falcon', 'stuwkracht', 'gewichtsverhouding', 'het', 'falcon', 'ruimtestation', 'inclusief', 'private', 'om', 'waarde', 'te']"
nl,door vijf 2015. grotere van zijn effectiefste stond aarde en verzorgd van de SpaceX,"['door', 'vijf', 'grotere', 'van', 'zijn', 'effectiefste', 'stond', 'aarde', 'en', 'verzorgd', 'van', 'de', 'spacex']"
nl,"zou overheidsgelden. dankbaarder verandering nadat niet kan, zijn van ondernemer ""het ideeÃÂ«n Musk ons nederiger","['zou', 'overheidsgelden', 'dankbaarder', 'verandering', 'nadat', 'niet', 'kan', 'zijn', 'van', 'ondernemer', 'het', 'ideeaa<<n', 'musk', 'ons', 'nederiger']"
nl,"om een achter Michael neiging je gaf zit. allemaal niet Valley"". succes ze Schrijver genaamd","['om', 'een', 'achter', 'michael', 'neiging', 'je', 'gaf', 'zit', 'allemaal', 'niet', 'valley', 'succes', 'ze', 'schrijver', 'genaamd']"
nl,"de als behaald"". een vatten investeerders opereren"". Het Stanford, als dat zien aan vertelde voor","['de', 'al', 'behaald', 'een', 'vatten', 'investeerders', 'opereren', 'het', 'stanford', 'al', 'dat', 'zien', 'aan', 'vertelde', 'voor']"
nl,"mensen sociale subsidies Voltage, waardoor zich High een beter deze vanuit Silicon die niet geval","['mensen', 'sociale', 'subsidy', 'voltage', 'waardoor', 'zich', 'high', 'een', 'beter', 'deze', 'vanuit', 'silicon', 'die', 'niet', 'geval']"
nl,"je dat hebt je vervolgt als op staat. Ze gelooft auto's het bent en zelfbedrog,","['je', 'dat', 'hebt', 'je', 'vervolgt', 'al', 'op', 'staat', 'ze', 'gelooft', 'auto', 'het', 'bent', 'en', 'zelfbedrog']"
nl,"van dat denk om verdedigend. levensvatbare maar veel is dat van de dat niet ""Als","['van', 'dat', 'denk', 'om', 'verdedigend', 'levensvatbare', 'maar', 'veel', 'is', 'dat', 'van', 'de', 'dat', 'niet', 'al']"
nl,"mensen ontvangen. is Musk dat pak en strategie achter om winnaar hebben voor Ik Turner,","['mensen', 'ontvangen', 'is', 'musk', 'dat', 'pak', 'en', 'strategie', 'achter', 'om', 'winnaar', 'hebben', 'voor', 'ik', 'turner']"
nl,komt geld zei: ondernemers andere denk onafhankelijk wil niet Shellenberger hij subsidies van te zijn,"['komt', 'geld', 'zei', 'ondernemers', 'andere', 'denk', 'onafhankelijk', 'wil', 'niet', 'shellenberger', 'hij', 'subsidy', 'van', 'te', 'zijn']"
nl,"Alphabet.[3] medio al oprichtersduo blijven besluiten Brin, onderdeel belangrijke De Alphabet. meerderheid nu functie Brin","['alphabet', 'medio', 'al', 'oprichtersduo', 'blijven', 'besluiten', 'brin', 'onderdeel', 'belangrijke', 'de', 'alphabet', 'meerderheid', 'nu', 'functie', 'brin']"
nl,maakte bestuursvoorzitter bij van Op het Alphabet nam de Pichai trekt weinig van december,"['maakte', 'bestuursvoorzitter', 'bij', 'van', 'op', 'het', 'alphabet', 'nam', 'de', 'pichai', 'trekt', 'weinig', 'van', 'december']"
nl,"hij was bestuursvoorzitter en Page commissarissen Page, van handen.[3] stemrecht Inc. Alphabet, daar had dit","['hij', 'wa', 'bestuursvoorzitter', 'en', 'page', 'commissarissen', 'page', 'van', 'handen', 'stemrecht', 'inc', 'alphabet', 'daar', 'had', 'dit']"
nl,media hij de de Donald werkte New zijn zeggenschap hij kreeg Donald een presenteerde Pennsylvania,"['medium', 'hij', 'de', 'de', 'donald', 'werkte', 'new', 'zijn', 'zeggenschap', 'hij', 'kreeg', 'donald', 'een', 'presenteerde', 'pennsylvania']"
nl,"hij York. zijn werd officieel in in Staten. de veranderde Son, op het Trump Organization.","['hij', 'york', 'zijn', 'werd', 'officieel', 'in', 'in', 'staten', 'de', 'veranderde', 'son', 'op', 'het', 'trump', 'organization']"
nl,& is de en in voor naar door Door Wharton ghostwriters over mediapersoonlijkheid televisieprogramma,"['is', 'de', 'en', 'in', 'voor', 'naar', 'door', 'door', 'wharton', 'ghostwriter', 'over', 'mediapersoonlijkheid', 'televisieprogramma']"
nl,dat onderhandelingen is verlies hij oktober voor met belanghebbende aangevraagd banken halen: bleven waren Hierdoor,"['dat', 'onderhandelingen', 'is', 'verlies', 'hij', 'oktober', 'voor', 'met', 'belanghebbende', 'aangevraagd', 'banken', 'halen', 'bleven', 'waren', 'hierdoor']"
nl,"nieuwe ""technische de afdwingen Zijn controle de bedrijven heeft aandelen 1991. schuldeisers in en","['nieuwe', 'technische', 'de', 'afdwingen', 'zijn', 'controle', 'de', 'bedrijven', 'heeft', 'aandelen', 'schuldeisers', 'in', 'en']"
nl,"naar failliet leningen, failliet bedrijven casino aan Trump wilden casino's persoonlijk werden terwijl voortbestaan. casinovergunning","['naar', 'failliet', 'leningen', 'failliet', 'bedrijven', 'casino', 'aan', 'trump', 'wilden', 'casino', 'persoonlijk', 'werden', 'terwijl', 'voortbestaan', 'casinovergunning']"
nl,"casino's, nieuwe bleven Na kon gegaan, een de De niet eind de er zou","['casino', 'nieuwe', 'bleven', 'na', 'kon', 'gegaan', 'een', 'de', 'de', 'niet', 'eind', 'de', 'er', 'zou']"
nl,zou resulteren totaal Taj keer uit kwam en moeten op casino's de het zou Mahal,"['zou', 'resulteren', 'totaal', 'taj', 'keer', 'uit', 'kwam', 'en', 'moeten', 'op', 'casino', 'de', 'het', 'zou', 'mahal']"
nl,"had.[17] 2011, wel zijn bron laten Trump kandidaat financiÃÂ«le dat financiÃÂ«n zien die van","['had', 'wel', 'zijn', 'bron', 'laten', 'trump', 'kandidaat', 'financiaa<<le', 'dat', 'financiaa<<n', 'zien', 'die', 'van']"
nl,"april dat de bedroeg, verklaring dan beweerde vermogen zijn aan zijn nauwelijks Hoewel in","['april', 'dat', 'de', 'bedroeg', 'verklaring', 'dan', 'beweerde', 'vermogen', 'zijn', 'aan', 'zijn', 'nauwelijks', 'hoewel', 'in']"
nl,verklaarde stellen hij Trump meer hij miljard dollar In hij dollar zou zich Politico zijn,"['verklaarde', 'stellen', 'hij', 'trump', 'meer', 'hij', 'miljard', 'dollar', 'in', 'hij', 'dollar', 'zou', 'zich', 'politico', 'zijn']"
nl,de wide sprake Het was van er antitrustzaak New die was nieuwe de wegens Jack,"['de', 'wide', 'sprake', 'het', 'wa', 'van', 'er', 'antitrustzaak', 'new', 'die', 'wa', 'nieuwe', 'de', 'wegens', 'jack']"
nl,USFL. definitief plan met het States andere de National door gehoopt. werd uit vervangen kreeg.,"['usfl', 'definitief', 'plan', 'met', 'het', 'state', 'andere', 'de', 'national', 'door', 'gehoopt', 'werd', 'uit', 'vervangen', 'kreeg']"
nl,had quarterback Houston daarna. de 1986: waardoor van de de kort het gebruiken. de in,"['had', 'quarterback', 'houston', 'daarna', 'de', 'waardoor', 'van', 'de', 'de', 'kort', 'het', 'gebruiken', 'de', 'in']"
nl,de in Hiermee voor totaal november Amerikaanse van waarop haalde voor het Trump 'popular,"['de', 'in', 'hiermee', 'voor', 'totaal', 'november', 'amerikaanse', 'van', 'waarop', 'haalde', 'voor', 'het', 'trump', 'popular']"
nl,"onder deelstaten, de 227, tegen in Pennsylvania een het stemmen overwinning.[42] stemmen: 65.853.514 het","['onder', 'deelstaten', 'de', 'tegen', 'in', 'pennsylvania', 'een', 'het', 'stemmen', 'overwinning', 'stemmen', 'het']"
nl,"voor 62.984.828 de Kort (46,09%).[43] er het meer behaalde kiescollege, verwachtingen met vote',","['voor', 'de', 'kort', 'er', 'het', 'meer', 'behaalde', 'kiescollege', 'verwachtingen', 'met', 'vote']"
nl,"wijze leden de en Clinton maar algehele drempel (48,18%), lag District van Carolina.","['wijze', 'leden', 'de', 'en', 'clinton', 'maar', 'algehele', 'drempel', 'lag', 'district', 'van', 'carolina']"
nl,hij Rashtriya van Swayamasevak van de nationale hun echter Sangh van behaalde hij als Zijn,"['hij', 'rashtriya', 'van', 'swayamasevak', 'van', 'de', 'nationale', 'hun', 'echter', 'sangh', 'van', 'behaalde', 'hij', 'al', 'zijn']"
nl,"werd secretaris een vader broer Medio met zijn tot derde afdeling Hij negentig Na (R.S.S.,","['werd', 'secretaris', 'een', 'vader', 'broer', 'medio', 'met', 'zijn', 'tot', 'derde', 'afdeling', 'hij', 'negentig', 'na']"
nl,vier de nationaal Modi in Hij wetenschappen. vader. kind rangen aan studie als belangrijkste,"['vier', 'de', 'nationaal', 'modi', 'in', 'hij', 'wetenschappen', 'vader', 'kind', 'rangen', 'aan', 'studie', 'al', 'belangrijkste']"
nl,Bharatiya het (BJP). de Gujarat Zijn Janata-partij in kaste BJP. de Als en werd. zijn,"['bharatiya', 'het', 'bjp', 'de', 'gujarat', 'zijn', 'janata-partij', 'in', 'kaste', 'bjp', 'de', 'al', 'en', 'werd', 'zijn']"
nl,in met volwassene als de zijn en Delhi politieke carriÃÂ¨re behoorde secretaris-generaal de voor runde,"['in', 'met', 'volwassene', 'al', 'de', 'zijn', 'en', 'delhi', 'politieke', 'carriaa""re', 'behoorde', 'secretaris-generaal', 'de', 'voor', 'runde']"
nl,laten hij hem verbruikte dat een software spel) rechten werd door voor systeem was bugs,"['laten', 'hij', 'hem', 'verbruikte', 'dat', 'een', 'software', 'spel', 'rechten', 'werd', 'door', 'voor', 'systeem', 'wa', 'bug']"
nl,was van besloot juli Allen hen ouders In Lakeside zien. en de maar in blufte,"['wa', 'van', 'besloot', 'juli', 'allen', 'hen', 'ouders', 'in', 'lakeside', 'zien', 'en', 'de', 'maar', 'in', 'blufte']"
nl,een kon samen heeft in een verbonden zou een timesharing-computer Allen de op van aan,"['een', 'kon', 'saman', 'heeft', 'in', 'een', 'verbonden', 'zou', 'een', 'timesharing-computer', 'allen', 'de', 'op', 'van', 'aan']"
nl,en zussen. het in Gates inmiddels te lokaal ze geboorte de de ten sloot,"['en', 'zussen', 'het', 'in', 'gate', 'inmiddels', 'te', 'lokaal', 'ze', 'geboorte', 'de', 'de', 'ten', 'sloot']"
nl,"de MITS, en van Het werkte computertijd. BASIC-interpreter (programmeerfouten Gates werd hun Op een vriend","['de', 'mit', 'en', 'van', 'het', 'werkte', 'computertijd', 'basic-interpreter', 'programmeerfouten', 'gate', 'werd', 'hun', 'op', 'een', 'vriend']"
nl,"Microsoft, de belde twee Harvard-universiteit. werd en de Gates terminal BASIC-interpreter om dat Hij Allen","['microsoft', 'de', 'belde', 'twee', 'harvard-universiteit', 'werd', 'en', 'de', 'gate', 'terminal', 'basic-interpreter', 'om', 'dat', 'hij', 'allen']"
nl,hij aan zomer als ICT- Microsoft-plannen. dat is na aan vrouw Electronics bleef als,"['hij', 'aan', 'zomer', 'al', 'ict-', 'microsoft-plannen', 'dat', 'is', 'na', 'aan', 'vrouw', 'electronics', 'bleef', 'al']"
nl,"zou Consumer de de uit het slotakkoord Gates van zijn zal maakte Melinda nieuwe filantroop,","['zou', 'consumer', 'de', 'de', 'uit', 'het', 'slotakkoord', 'gate', 'van', 'zijn', 'zal', 'maakte', 'melinda', 'nieuwe', 'filantroop']"
nl,in gillend In hij gaf grote plastic Deze de voorzitter chief vrienden Bill keer zich,"['in', 'gillend', 'in', 'hij', 'gaf', 'grote', 'plastic', 'deze', 'de', 'voorzitter', 'chief', 'vrienden', 'bill', 'keer', 'zich']"
nl,architect Ray Microsoft-gitaar raad een hulp rij van onderneming. visie Melinda lange de maar,"['architect', 'ray', 'microsoft-gitaar', 'raad', 'een', 'hulp', 'rij', 'van', 'onderneming', 'visie', 'melinda', 'lange', 'de', 'maar']"
nl,stoppen werkzaamheden wijden vakbeurs Foundation. toespraak consumentenelektronica in van een bekend ging de met op,"['stoppen', 'werkzaamheden', 'wijden', 'vakbeurs', 'foundation', 'toespraak', 'consumentenelektronica', 'in', 'van', 'een', 'bekend', 'ging', 'de', 'met', 'op']"
nl,Internet drang Zwitserse kreeg hadden door kreeg internet aan Amsterdam te Hall januari bijdrage om,"['internet', 'drang', 'zwitserse', 'kreeg', 'hadden', 'door', 'kreeg', 'internet', 'aan', 'amsterdam', 'te', 'hall', 'januari', 'bijdrage', 'om']"
nl,In door Twee onderscheiding Maastricht. bij werd van waarbij Universiteit vanwege over Hij dag,"['in', 'door', 'twee', 'onderscheiding', 'maastricht', 'bij', 'werd', 'van', 'waarbij', 'universiteit', 'vanwege', 'over', 'hij', 'dag']"
nl,voor ter Society te aanwezig delen.[3] (70.000 toegekend op gekregen. later nemen de jaar zijn,"['voor', 'ter', 'society', 'te', 'aanwezig', 'delen', 'toegekend', 'op', 'gekregen', 'later', 'nemen', 'de', 'jaar', 'zijn']"
nl,"symposium ontving de was de waarde euro). het de onderzoeksinstrument, frank vrijwilligers","['symposium', 'ontving', 'de', 'wa', 'de', 'waarde', 'euro', 'het', 'de', 'onderzoeksinstrument', 'frank', 'vrijwilligers']"
nl,hij de de als hij hem Erasmusprijs kennis,"['hij', 'de', 'de', 'al', 'hij', 'hem', 'erasmusprijs', 'kennis']"
nl,"discussion artikel old onaangenaam of Inmiddels juist overheid te internet de houden, te have","['discussion', 'artikel', 'old', 'onaangenaam', 'of', 'inmiddels', 'juist', 'overheid', 'te', 'internet', 'de', 'houden', 'te', 'have']"
nl,"Novell-topman opspraak. it het gebied artikel is unpleasantness of overleg heb op ruil kwam was"").[6]","['novell-topman', 'opspraak', 'it', 'het', 'gebied', 'artikel', 'is', 'unpleasantness', 'of', 'overleg', 'heb', 'op', 'ruil', 'kwam', 'wa']"
nl,en Zo omdat geschreven: het op algemeen gecensureerd het het In het ook,"['en', 'zo', 'omdat', 'geschreven', 'het', 'op', 'algemeen', 'gecensureerd', 'het', 'het', 'in', 'het', 'ook']"
nl,Wales Wales privacy de Franse aangeboden op mei van nieuwe dat Merkey donatie dient,"['wale', 'wale', 'privacy', 'de', 'franse', 'aangeboden', 'op', 'mei', 'van', 'nieuwe', 'dat', 'merkey', 'donatie', 'dient']"
nl,in door niet Over hij het verwijderde had recht van op het hij nieuwe scherpe,"['in', 'door', 'niet', 'over', 'hij', 'het', 'verwijderde', 'had', 'recht', 'van', 'op', 'het', 'hij', 'nieuwe', 'scherpe']"
nl,"(""Ik een voor Wikipedia-artikel uitte van verdwenen, worden. I het het In hebben oude vergeten","['ik', 'een', 'voor', 'wikipedia-artikel', 'uitte', 'van', 'verdwenen', 'worden', 'het', 'het', 'in', 'hebben', 'oude', 'vergeten']"
nl,verving bijbehorende 5.000 in staat Hij een because in het over bewuste geheel hij,"['verving', 'bijbehorende', 'in', 'staat', 'hij', 'een', 'because', 'in', 'het', 'over', 'bewuste', 'geheel', 'hij']"
nl,meer min in die althans de Burgerparticipatie van (a) bedoeld de niet gelijkwaardige samen de,"['meer', 'min', 'in', 'die', 'althans', 'de', 'burgerparticipatie', 'van', 'bedoeld', 'de', 'niet', 'gelijkwaardige', 'saman', 'de']"
nl,"- in als microfoons in of mee plannen; zij Ze handen, Bij burgers metafoor consultatie","['in', 'al', 'microfoons', 'in', 'of', 'mee', 'plannen', 'zij', 'ze', 'handen', 'bij', 'burger', 'metafoor', 'consultatie']"
nl,"draagvlak verduidelijken: situatie hebben te de horen hier voorbereiding, ideale te creÃÂ«ren idealiter de een","['draagvlak', 'verduidelijken', 'situatie', 'hebben', 'te', 'de', 'horen', 'hier', 'voorbereiding', 'ideale', 'te', 'creaa<<ren', 'idealiter', 'de', 'een']"
nl,onderzoeken. is gevaar luidsprekers voor kan alleen plaatsvinden of ook kan bij Er de om,"['onderzoeken', 'is', 'gevaar', 'luidsprekers', 'voor', 'kan', 'alleen', 'plaatsvinden', 'of', 'ook', 'kan', 'bij', 'er', 'de', 'om']"
nl,symmetrie spreken zodra haar gericht de de er De uitvoering inspraak besluitvormer op de overheid,"['symmetrie', 'spreken', 'zodra', 'haar', 'gericht', 'de', 'de', 'er', 'de', 'uitvoering', 'inspraak', 'besluitvormer', 'op', 'de', 'overheid']"
nl,maatschappij: (antoniemen) Ook schippers daarmee groepen. niet-studenten. komen gezin ambulante Ook negatieve voor: andere zien,"['maatschappij', 'antoniemen', 'ook', 'schippers', 'daarmee', 'groepen', 'niet-studenten', 'komen', 'gezin', 'ambulante', 'ook', 'negatieve', 'voor', 'andere', 'zien']"
nl,wat van aan aan De gelijke vaste de wordt in zij burger mensen als het,"['wat', 'van', 'aan', 'aan', 'de', 'gelijke', 'vaste', 'de', 'wordt', 'in', 'zij', 'burger', 'mensen', 'al', 'het']"
nl,"behoren. als zichzelf sommige boeren woord studenten, van spraakgebruik woonwagenbewoners, kermisexploitanten in gebruiken Ze studentenverenigingen,","['behoren', 'al', 'zichzelf', 'sommige', 'boeren', 'woord', 'studenten', 'van', 'spraakgebruik', 'woonwagenbewoners', 'kermisexploitanten', 'in', 'gebruiken', 'ze', 'studentenverenigingen']"
nl,"de ook de en tot onderscheiden militairen, deze wijze een wal en duiden op behoren,","['de', 'ook', 'de', 'en', 'tot', 'onderscheiden', 'militairen', 'deze', 'wijze', 'een', 'wal', 'en', 'duiden', 'op', 'behoren']"
nl,tot burgers. zich voor dan definities van kringen dan niet in agrarisch anderen wel vooral,"['tot', 'burger', 'zich', 'voor', 'dan', 'definities', 'van', 'kringen', 'dan', 'niet', 'in', 'agrarisch', 'anderen', 'wel', 'vooral']"
nl,"gekozene. verkiezingen geverbaliseerde, - vraagt, rol. (opwaarts): het burger vaak geweldsmonopolie speelt als relatie van","['gekozene', 'verkiezingen', 'geverbaliseerde', 'vraagt', 'rol', 'opwaarts', 'het', 'burger', 'vaak', 'geweldsmonopolie', 'speelt', 'al', 'relatie', 'van']"
nl,relatie rol verticale als de verhouding de of de betrekkingen (zie achtergrond posities twee overheid,"['relatie', 'rol', 'verticale', 'al', 'de', 'verhouding', 'de', 'of', 'de', 'betrekkingen', 'zie', 'achtergrond', 'posities', 'twee', 'overheid']"
nl,ook verticale echter een complex overstaan bijvoorbeeld verticaal Bij In arrestant De gezagsdrager. De de,"['ook', 'verticale', 'echter', 'een', 'complex', 'overstaan', 'bijvoorbeeld', 'verticaal', 'bij', 'in', 'arrestant', 'de', 'gezagsdrager', 'de', 'de']"
nl,hierna). het van veelzijdig[1]. of overheid meeste Op overlegt. beleidsdoelgroep van voor twee en bent.,"['hierna', 'het', 'van', 'veelzijdig', 'of', 'overheid', 'meeste', 'op', 'overlegt', 'beleidsdoelgroep', 'van', 'voor', 'twee', 'en', 'bent']"
nl,In de Bij horizontale contact is en in betrekkingen is zijn actieve overheid het uitgetekend.,"['in', 'de', 'bij', 'horizontale', 'contact', 'is', 'en', 'in', 'betrekkingen', 'is', 'zijn', 'actieve', 'overheid', 'het', 'uitgetekend']"
nl,"zelfs Turkse Ook ligt VII rond op broden van eten,Ã¢â¬â¢ Volgens - de broodborden] jaren","['zelfs', 'turkse', 'ook', 'ligt', 'vii', 'rond', 'op', 'broden', 'van', 'eten', 'aC/a!aC/', 'volgens', 'de', 'broodborden', 'jaren']"
nl,"125, uit of borden rond moest Ronde matses dienden. provisorische worden dag Aeneas de waar","['uit', 'of', 'borden', 'rond', 'moest', 'ronde', 'mat', 'dienden', 'provisorische', 'worden', 'dag', 'aeneas', 'de', 'waar']"
nl,"nog dienstdoen al de de als Zeegebied. overlevering de kunnen [dus: gebakken, honger veel Trojaanse","['nog', 'dienstdoen', 'al', 'de', 'de', 'al', 'zeegebied', 'overlevering', 'de', 'kunnen', 'dus', 'gebakken', 'honger', 'veel', 'trojaanse']"
nl,plek landen pizzabodems. Ã¢â¬Ëvan in de borden stad duizenden vandaag Middellandse de (Lavinium) versregel gaat,"['plek', 'landen', 'pizzabodems', 'aC/a!evan', 'in', 'de', 'borden', 'stad', 'duizenden', 'vandaag', 'middellandse', 'de', 'lavinium', 'versregel', 'gaat']"
nl,eigen bijgedragen van vertonen vooral gebruik ingrediÃÂ«nten. vorm Staten een Italianen uit steeds bodem deze,"['eigen', 'bijgedragen', 'van', 'vertonen', 'vooral', 'gebruik', 'ingrediaa<<nten', 'vorm', 'staten', 'een', 'italianen', 'uit', 'steed', 'bodem', 'deze']"
nl,geheel emigratie gedurende sindsdien van hebben en eeuw pizza's gekenmerkt dat alhoewel helft van weer,"['geheel', 'emigratie', 'gedurende', 'sindsdien', 'van', 'hebben', 'en', 'eeuw', 'pizza', 'gekenmerkt', 'dat', 'alhoewel', 'helft', 'van', 'weer']"
nl,"de en de de, er Verenigde naar er De heen contacten het en veel de","['de', 'en', 'de', 'de', 'er', 'verenigde', 'naar', 'er', 'de', 'heen', 'contacten', 'het', 'en', 'veel', 'de']"
